solution,scenario,product,mode,from,to,X
POS15,s1,die,trk,Btl,Bhw,25100
POS15,s1,pet,trk,Btl,Bhw,6700
POS16,s1,die,trk,Btl,Bhw,25100
POS16,s1,pet,trk,Btl,Bhw,6700
POS17,s1,die,trk,Btl,Bhw,21850
POS17,s1,die,trk,Btl,Npj,3250
POS17,s1,pet,trk,Btl,Bhw,6700
POS18,s1,die,trk,Btl,Bhw,21850
POS18,s1,die,trk,Btl,Npj,3250
POS18,s1,pet,trk,Btl,Bhw,6700
POS19,s1,die,trk,Btl,Amj,13400
POS19,s1,die,trk,Btl,Npj,11700
POS19,s1,pet,trk,Btl,Bhw,6700
POS20,s1,die,trk,Btl,Brt,9350
POS20,s1,die,trk,Btl,Npj,11700
POS20,s1,die,trk,Btl,Dhn,4050
POS20,s1,pet,trk,Btl,Brt,6700
POS1,s2,die,trk,Btl,Bhw,25100
POS1,s2,pet,trk,Btl,Bhw,6600
POS2,s2,die,trk,Btl,Bhw,25100
POS2,s2,pet,trk,Btl,Bhw,6600
POS3,s2,die,trk,Btl,Bhw,25100
POS3,s2,pet,trk,Btl,Bhw,6600
POS4,s2,die,trk,Btl,Bhw,25100
POS4,s2,pet,trk,Btl,Bhw,6600
POS5,s2,die,trk,Btl,Bhw,25100
POS5,s2,pet,trk,Btl,Bhw,6600
POS6,s2,die,trk,Btl,Bhw,25100
POS6,s2,pet,trk,Btl,Bhw,6600
POS7,s2,die,trk,Btl,Bhw,25100
POS7,s2,pet,trk,Btl,Bhw,6600
POS8,s2,die,trk,Btl,Bhw,25100
POS8,s2,pet,trk,Btl,Bhw,6600
POS9,s2,die,trk,Btl,Bhw,25100
POS9,s2,pet,trk,Btl,Bhw,6600
POS10,s2,die,trk,Btl,Bhw,25100
POS10,s2,pet,trk,Btl,Bhw,6600
POS11,s2,die,trk,Btl,Bhw,25100
POS11,s2,pet,trk,Btl,Bhw,6600
POS11,s2,pet,trk,Btl,Npj,100
POS12,s2,die,trk,Btl,Bhw,25100
POS12,s2,pet,trk,Btl,Bhw,6600
POS12,s2,pet,trk,Btl,Npj,100
POS13,s2,die,trk,Btl,Bhw,25100
POS13,s2,pet,trk,Btl,Bhw,6600
POS13,s2,pet,trk,Btl,Npj,100
POS14,s2,die,trk,Btl,Bhw,25100
POS14,s2,pet,trk,Btl,Bhw,6600
POS14,s2,pet,trk,Btl,Npj,100
POS15,s2,die,trk,Btl,Bhw,25100
POS15,s2,pet,trk,Btl,Bhw,5860
POS15,s2,pet,trk,Btl,Npj,840
POS16,s2,die,trk,Btl,Bhw,15620
POS16,s2,die,trk,Btl,Npj,9480
POS16,s2,pet,trk,Btl,Bhw,5860
POS16,s2,pet,trk,Btl,Npj,840
POS17,s2,die,trk,Btl,Bhw,15620
POS17,s2,die,trk,Btl,Npj,9480
POS17,s2,pet,trk,Btl,Bhw,5860
POS17,s2,pet,trk,Btl,Npj,840
POS18,s2,die,trk,Btl,Amj,15620
POS18,s2,die,trk,Btl,Npj,9480
POS18,s2,pet,trk,Btl,Bhw,5860
POS18,s2,pet,trk,Btl,Npj,840
POS19,s2,die,trk,Btl,Amj,11006
POS19,s2,die,trk,Btl,Npj,11280
POS19,s2,die,trk,Btl,Dhn,2814
POS19,s2,pet,trk,Btl,Bhw,5860
POS19,s2,pet,trk,Btl,Npj,840
POS20,s2,die,trk,Btl,Brt,10120
POS20,s2,die,trk,Btl,Npj,11280
POS20,s2,die,trk,Btl,Dhn,3700
POS20,s2,pet,trk,Btl,Brt,5860
POS20,s2,pet,trk,Btl,Npj,840
POS1,s3,die,trk,Btl,Bhw,25100
POS1,s3,pet,trk,Btl,Bhw,6300
POS2,s3,die,trk,Btl,Bhw,25100
POS2,s3,pet,trk,Btl,Bhw,6300
POS3,s3,die,trk,Btl,Bhw,25100
POS3,s3,pet,trk,Btl,Bhw,6300
POS4,s3,die,trk,Btl,Bhw,25100
POS4,s3,pet,trk,Btl,Bhw,6300
POS5,s3,die,trk,Btl,Bhw,25100
POS5,s3,pet,trk,Btl,Bhw,6300
POS6,s3,die,trk,Btl,Bhw,25100
POS6,s3,pet,trk,Btl,Bhw,6300
POS7,s3,die,trk,Btl,Bhw,25100
POS7,s3,pet,trk,Btl,Bhw,6300
POS8,s3,die,trk,Btl,Bhw,25100
POS8,s3,pet,trk,Btl,Bhw,6300
POS9,s3,die,trk,Btl,Bhw,25100
POS9,s3,pet,trk,Btl,Bhw,6300
POS10,s3,die,trk,Btl,Bhw,25100
POS10,s3,pet,trk,Btl,Bhw,6300
POS11,s3,die,trk,Btl,Bhw,25100
POS11,s3,pet,trk,Btl,Bhw,6300
POS11,s3,pet,trk,Btl,Npj,400
POS12,s3,die,trk,Btl,Bhw,25100
POS12,s3,pet,trk,Btl,Bhw,6300
POS12,s3,pet,trk,Btl,Npj,400
POS13,s3,die,trk,Btl,Bhw,25100
POS13,s3,pet,trk,Btl,Bhw,6300
POS13,s3,pet,trk,Btl,Npj,400
POS14,s3,die,trk,Btl,Bhw,25100
POS14,s3,pet,trk,Btl,Bhw,6300
POS14,s3,pet,trk,Btl,Npj,400
POS15,s3,die,trk,Btl,Bhw,25100
POS15,s3,pet,trk,Btl,Bhw,4180
POS15,s3,pet,trk,Btl,Npj,2520
POS16,s3,die,trk,Btl,Bhw,25100
POS16,s3,pet,trk,Btl,Bhw,4180
POS16,s3,pet,trk,Btl,Npj,2520
POS17,s3,die,trk,Btl,Bhw,14300
POS17,s3,die,trk,Btl,Npj,10800
POS17,s3,pet,trk,Btl,Bhw,4180
POS17,s3,pet,trk,Btl,Npj,2520
POS18,s3,die,trk,Btl,Bhw,14300
POS18,s3,die,trk,Btl,Npj,10800
POS18,s3,pet,trk,Btl,Bhw,4180
POS18,s3,pet,trk,Btl,Npj,2520
POS19,s3,die,trk,Btl,Amj,8500
POS19,s3,die,trk,Btl,Npj,10800
POS19,s3,die,trk,Btl,Dhn,5800
POS19,s3,pet,trk,Btl,Bhw,2980
POS19,s3,pet,trk,Btl,Npj,2520
POS20,s3,die,trk,Btl,Brt,8500
POS20,s3,die,trk,Btl,Npj,10800
POS20,s3,die,trk,Btl,Dhn,5800
POS20,s3,pet,trk,Btl,Brt,2980
POS20,s3,pet,trk,Btl,Npj,2520
POS1,s4,die,trk,Btl,Bhw,25100
POS1,s4,pet,trk,Btl,Bhw,6600
POS2,s4,die,trk,Btl,Bhw,25100
POS2,s4,pet,trk,Btl,Bhw,6600
POS3,s4,die,trk,Btl,Bhw,25100
POS3,s4,pet,trk,Btl,Bhw,6600
POS4,s4,die,trk,Btl,Bhw,25100
POS4,s4,pet,trk,Btl,Bhw,6600
POS5,s4,die,trk,Btl,Bhw,25100
POS5,s4,pet,trk,Btl,Bhw,6600
POS6,s4,die,trk,Btl,Bhw,25100
POS6,s4,pet,trk,Btl,Bhw,6600
POS7,s4,die,trk,Btl,Bhw,25100
POS7,s4,pet,trk,Btl,Bhw,6600
POS8,s4,die,trk,Btl,Bhw,25100
POS8,s4,pet,trk,Btl,Bhw,6600
POS9,s4,die,trk,Btl,Bhw,25100
POS9,s4,pet,trk,Btl,Bhw,6600
POS10,s4,die,trk,Btl,Bhw,25100
POS10,s4,pet,trk,Btl,Bhw,6600
POS11,s4,die,trk,Btl,Bhw,25100
POS11,s4,pet,trk,Btl,Bhw,6600
POS11,s4,pet,trk,Btl,Npj,100
POS12,s4,die,trk,Btl,Bhw,25100
POS12,s4,pet,trk,Btl,Bhw,6600
POS12,s4,pet,trk,Btl,Npj,100
POS13,s4,die,trk,Btl,Bhw,25100
POS13,s4,pet,trk,Btl,Bhw,6600
POS13,s4,pet,trk,Btl,Npj,100
POS14,s4,die,trk,Btl,Bhw,25100
POS14,s4,pet,trk,Btl,Bhw,6600
POS14,s4,pet,trk,Btl,Npj,100
POS15,s4,die,trk,Btl,Bhw,24897
POS15,s4,die,trk,Btl,Npj,203
POS15,s4,pet,trk,Btl,Bhw,5860
POS15,s4,pet,trk,Btl,Npj,840
POS16,s4,die,trk,Btl,Bhw,15620
POS16,s4,die,trk,Btl,Npj,9480
POS16,s4,pet,trk,Btl,Bhw,5860
POS16,s4,pet,trk,Btl,Npj,840
POS17,s4,die,trk,Btl,Bhw,15620
POS17,s4,die,trk,Btl,Npj,9480
POS17,s4,pet,trk,Btl,Bhw,5860
POS17,s4,pet,trk,Btl,Npj,840
POS18,s4,die,trk,Btl,Amj,15620
POS18,s4,die,trk,Btl,Npj,9480
POS18,s4,pet,trk,Btl,Bhw,5860
POS18,s4,pet,trk,Btl,Npj,840
POS19,s4,die,trk,Btl,Amj,10120
POS19,s4,die,trk,Btl,Npj,11280
POS19,s4,die,trk,Btl,Dhn,3700
POS19,s4,pet,trk,Btl,Bhw,5860
POS19,s4,pet,trk,Btl,Npj,840
POS20,s4,die,trk,Btl,Brt,10120
POS20,s4,die,trk,Btl,Npj,11280
POS20,s4,die,trk,Btl,Dhn,3700
POS20,s4,pet,trk,Btl,Brt,5860
POS20,s4,pet,trk,Btl,Npj,840
POS1,s5,die,trk,Btl,Bhw,25100
POS1,s5,pet,trk,Btl,Bhw,6400
POS2,s5,die,trk,Btl,Bhw,25100
POS2,s5,pet,trk,Btl,Bhw,6400
POS3,s5,die,trk,Btl,Bhw,25100
POS3,s5,pet,trk,Btl,Bhw,6400
POS4,s5,die,trk,Btl,Bhw,25100
POS4,s5,pet,trk,Btl,Bhw,6400
POS5,s5,die,trk,Btl,Bhw,25100
POS5,s5,pet,trk,Btl,Bhw,6400
POS6,s5,die,trk,Btl,Bhw,25100
POS6,s5,pet,trk,Btl,Bhw,6400
POS7,s5,die,trk,Btl,Bhw,25100
POS7,s5,pet,trk,Btl,Bhw,6400
POS8,s5,die,trk,Btl,Bhw,25100
POS8,s5,pet,trk,Btl,Bhw,6400
POS9,s5,die,trk,Btl,Bhw,25100
POS9,s5,pet,trk,Btl,Bhw,6400
POS10,s5,die,trk,Btl,Bhw,25100
POS10,s5,pet,trk,Btl,Bhw,6400
POS11,s5,die,trk,Btl,Bhw,25100
POS11,s5,pet,trk,Btl,Bhw,6400
POS11,s5,pet,trk,Btl,Npj,300
POS12,s5,die,trk,Btl,Bhw,25100
POS12,s5,pet,trk,Btl,Bhw,6400
POS12,s5,pet,trk,Btl,Npj,300
POS13,s5,die,trk,Btl,Bhw,25100
POS13,s5,pet,trk,Btl,Bhw,6400
POS13,s5,pet,trk,Btl,Npj,300
POS14,s5,die,trk,Btl,Bhw,25100
POS14,s5,pet,trk,Btl,Bhw,6240
POS14,s5,pet,trk,Btl,Npj,460
POS15,s5,die,trk,Btl,Bhw,25100
POS15,s5,pet,trk,Btl,Bhw,4140
POS15,s5,pet,trk,Btl,Npj,2560
POS16,s5,die,trk,Btl,Bhw,22475
POS16,s5,die,trk,Btl,Npj,2625
POS16,s5,pet,trk,Btl,Bhw,4140
POS16,s5,pet,trk,Btl,Npj,2560
POS17,s5,die,trk,Btl,Bhw,14240
POS17,s5,die,trk,Btl,Npj,10860
POS17,s5,pet,trk,Btl,Bhw,4140
POS17,s5,pet,trk,Btl,Npj,2560
POS18,s5,die,trk,Btl,Amj,14240
POS18,s5,die,trk,Btl,Npj,10860
POS18,s5,pet,trk,Btl,Bhw,4140
POS18,s5,pet,trk,Btl,Npj,2560
POS19,s5,die,trk,Btl,Amj,9390
POS19,s5,die,trk,Btl,Npj,10860
POS19,s5,die,trk,Btl,Dhn,4850
POS19,s5,pet,trk,Btl,Bhw,3940
POS19,s5,pet,trk,Btl,Npj,2560
POS20,s5,die,trk,Btl,Brt,9390
POS20,s5,die,trk,Btl,Npj,10860
POS20,s5,die,trk,Btl,Dhn,4850
POS20,s5,pet,trk,Btl,Brt,3940
POS20,s5,pet,trk,Btl,Npj,2560
POS1,s6,die,trk,Btl,Bhw,24360
POS1,s6,pet,trk,Btl,Bhw,6100
POS2,s6,die,trk,Btl,Bhw,24360
POS2,s6,pet,trk,Btl,Bhw,6100
POS3,s6,die,trk,Btl,Bhw,24360
POS3,s6,pet,trk,Btl,Bhw,6100
POS4,s6,die,trk,Btl,Bhw,24360
POS4,s6,pet,trk,Btl,Bhw,6100
POS5,s6,die,trk,Btl,Bhw,24360
POS5,s6,pet,trk,Btl,Bhw,6100
POS6,s6,die,trk,Btl,Bhw,24360
POS6,s6,pet,trk,Btl,Bhw,6100
POS7,s6,die,trk,Btl,Bhw,24360
POS7,s6,pet,trk,Btl,Bhw,6100
POS8,s6,die,trk,Btl,Bhw,24360
POS8,s6,pet,trk,Btl,Bhw,6100
POS9,s6,die,trk,Btl,Bhw,24360
POS9,s6,pet,trk,Btl,Bhw,6100
POS10,s6,die,trk,Btl,Bhw,24360
POS10,s6,pet,trk,Btl,Bhw,6100
POS11,s6,die,trk,Btl,Bhw,24360
POS11,s6,pet,trk,Btl,Bhw,6100
POS11,s6,pet,trk,Btl,Npj,600
POS12,s6,die,trk,Btl,Bhw,23100
POS12,s6,pet,trk,Btl,Bhw,6100
POS12,s6,pet,trk,Btl,Npj,600
POS13,s6,die,trk,Btl,Bhw,23100
POS13,s6,pet,trk,Btl,Bhw,6100
POS13,s6,pet,trk,Btl,Npj,600
POS14,s6,die,trk,Btl,Bhw,23100
POS14,s6,pet,trk,Btl,Bhw,5956
POS14,s6,pet,trk,Btl,Npj,744
POS15,s6,die,trk,Btl,Bhw,21660
POS15,s6,die,trk,Btl,Npj,3440
POS15,s6,pet,trk,Btl,Bhw,4260
POS15,s6,pet,trk,Btl,Npj,2440
POS16,s6,die,trk,Btl,Bhw,21660
POS16,s6,die,trk,Btl,Npj,3440
POS16,s6,pet,trk,Btl,Bhw,4260
POS16,s6,pet,trk,Btl,Npj,2440
POS17,s6,die,trk,Btl,Bhw,14782
POS17,s6,die,trk,Btl,Npj,10318
POS17,s6,pet,trk,Btl,Bhw,4260
POS17,s6,pet,trk,Btl,Npj,2440
POS18,s6,die,trk,Btl,Bhw,14660
POS18,s6,die,trk,Btl,Npj,10440
POS18,s6,pet,trk,Btl,Bhw,4260
POS18,s6,pet,trk,Btl,Npj,2440
POS19,s6,die,trk,Btl,Amj,5960
POS19,s6,die,trk,Btl,Npj,10440
POS19,s6,die,trk,Btl,Dhn,8700
POS19,s6,pet,trk,Btl,Bhw,1060
POS19,s6,pet,trk,Btl,Npj,2440
POS20,s6,die,trk,Btl,Brt,3160
POS20,s6,die,trk,Btl,Npj,10440
POS20,s6,die,trk,Btl,Dhn,8700
POS20,s6,pet,trk,Btl,Brt,1060
POS20,s6,pet,trk,Btl,Npj,2440
POS1,s7,die,trk,Btl,Bhw,25100
POS1,s7,pet,trk,Btl,Bhw,6300
POS2,s7,die,trk,Btl,Bhw,25100
POS2,s7,pet,trk,Btl,Bhw,6300
POS3,s7,die,trk,Btl,Bhw,25100
POS3,s7,pet,trk,Btl,Bhw,6300
POS4,s7,die,trk,Btl,Bhw,25100
POS4,s7,pet,trk,Btl,Bhw,6300
POS5,s7,die,trk,Btl,Bhw,25100
POS5,s7,pet,trk,Btl,Bhw,6300
POS6,s7,die,trk,Btl,Bhw,25100
POS6,s7,pet,trk,Btl,Bhw,6300
POS7,s7,die,trk,Btl,Bhw,25100
POS7,s7,pet,trk,Btl,Bhw,6300
POS8,s7,die,trk,Btl,Bhw,25100
POS8,s7,pet,trk,Btl,Bhw,6300
POS9,s7,die,trk,Btl,Bhw,25100
POS9,s7,pet,trk,Btl,Bhw,6300
POS10,s7,die,trk,Btl,Bhw,25100
POS10,s7,pet,trk,Btl,Bhw,6300
POS11,s7,die,trk,Btl,Bhw,25100
POS11,s7,pet,trk,Btl,Bhw,6300
POS11,s7,pet,trk,Btl,Npj,400
POS12,s7,die,trk,Btl,Bhw,25100
POS12,s7,pet,trk,Btl,Bhw,6300
POS12,s7,pet,trk,Btl,Npj,400
POS13,s7,die,trk,Btl,Bhw,25100
POS13,s7,pet,trk,Btl,Bhw,6300
POS13,s7,pet,trk,Btl,Npj,400
POS14,s7,die,trk,Btl,Bhw,25100
POS14,s7,pet,trk,Btl,Bhw,6300
POS14,s7,pet,trk,Btl,Npj,400
POS15,s7,die,trk,Btl,Bhw,25100
POS15,s7,pet,trk,Btl,Bhw,4180
POS15,s7,pet,trk,Btl,Npj,2520
POS16,s7,die,trk,Btl,Bhw,25100
POS16,s7,pet,trk,Btl,Bhw,4180
POS16,s7,pet,trk,Btl,Npj,2520
POS17,s7,die,trk,Btl,Bhw,14300
POS17,s7,die,trk,Btl,Npj,10800
POS17,s7,pet,trk,Btl,Bhw,4180
POS17,s7,pet,trk,Btl,Npj,2520
POS18,s7,die,trk,Btl,Bhw,14300
POS18,s7,die,trk,Btl,Npj,10800
POS18,s7,pet,trk,Btl,Bhw,4180
POS18,s7,pet,trk,Btl,Npj,2520
POS19,s7,die,trk,Btl,Amj,8500
POS19,s7,die,trk,Btl,Npj,10800
POS19,s7,die,trk,Btl,Dhn,5800
POS19,s7,pet,trk,Btl,Bhw,2980
POS19,s7,pet,trk,Btl,Npj,2520
POS20,s7,die,trk,Btl,Brt,8500
POS20,s7,die,trk,Btl,Npj,10800
POS20,s7,die,trk,Btl,Dhn,5800
POS20,s7,pet,trk,Btl,Brt,2980
POS20,s7,pet,trk,Btl,Npj,2520
POS1,s8,die,trk,Btl,Bhw,24360
POS1,s8,pet,trk,Btl,Bhw,6100
POS2,s8,die,trk,Btl,Bhw,24360
POS2,s8,pet,trk,Btl,Bhw,6100
POS3,s8,die,trk,Btl,Bhw,24360
POS3,s8,pet,trk,Btl,Bhw,6100
POS4,s8,die,trk,Btl,Bhw,24360
POS4,s8,pet,trk,Btl,Bhw,6100
POS5,s8,die,trk,Btl,Bhw,24360
POS5,s8,pet,trk,Btl,Bhw,6100
POS6,s8,die,trk,Btl,Bhw,24360
POS6,s8,pet,trk,Btl,Bhw,6100
POS7,s8,die,trk,Btl,Bhw,24360
POS7,s8,pet,trk,Btl,Bhw,6100
POS8,s8,die,trk,Btl,Bhw,24360
POS8,s8,pet,trk,Btl,Bhw,6100
POS9,s8,die,trk,Btl,Bhw,24360
POS9,s8,pet,trk,Btl,Bhw,6100
POS10,s8,die,trk,Btl,Bhw,24360
POS10,s8,pet,trk,Btl,Bhw,6100
POS11,s8,die,trk,Btl,Bhw,24360
POS11,s8,pet,trk,Btl,Bhw,6100
POS11,s8,pet,trk,Btl,Npj,600
POS12,s8,die,trk,Btl,Bhw,23100
POS12,s8,pet,trk,Btl,Bhw,6100
POS12,s8,pet,trk,Btl,Npj,600
POS13,s8,die,trk,Btl,Bhw,23100
POS13,s8,pet,trk,Btl,Bhw,6100
POS13,s8,pet,trk,Btl,Npj,600
POS14,s8,die,trk,Btl,Bhw,23100
POS14,s8,pet,trk,Btl,Bhw,4260
POS14,s8,pet,trk,Btl,Npj,2440
POS15,s8,die,trk,Btl,Bhw,21660
POS15,s8,die,trk,Btl,Npj,3440
POS15,s8,pet,trk,Btl,Bhw,4260
POS15,s8,pet,trk,Btl,Npj,2440
POS16,s8,die,trk,Btl,Bhw,21660
POS16,s8,die,trk,Btl,Npj,3440
POS16,s8,pet,trk,Btl,Bhw,4260
POS16,s8,pet,trk,Btl,Npj,2440
POS17,s8,die,trk,Btl,Bhw,21660
POS17,s8,die,trk,Btl,Npj,3440
POS17,s8,pet,trk,Btl,Bhw,4260
POS17,s8,pet,trk,Btl,Npj,2440
POS18,s8,die,trk,Btl,Amj,13024
POS18,s8,die,trk,Btl,Bhw,1636
POS18,s8,die,trk,Btl,Npj,10440
POS18,s8,pet,trk,Btl,Bhw,4260
POS18,s8,pet,trk,Btl,Npj,2440
POS19,s8,die,trk,Btl,Amj,5960
POS19,s8,die,trk,Btl,Npj,10440
POS19,s8,die,trk,Btl,Dhn,8700
POS19,s8,pet,trk,Btl,Bhw,1060
POS19,s8,pet,trk,Btl,Npj,2440
POS20,s8,die,trk,Btl,Brt,3160
POS20,s8,die,trk,Btl,Npj,10440
POS20,s8,die,trk,Btl,Dhn,8700
POS20,s8,pet,trk,Btl,Brt,1060
POS20,s8,pet,trk,Btl,Npj,2440
POS1,s9,die,trk,Btl,Bhw,23380
POS1,s9,pet,trk,Btl,Bhw,5900
POS2,s9,die,trk,Btl,Bhw,23380
POS2,s9,pet,trk,Btl,Bhw,5900
POS3,s9,die,trk,Btl,Bhw,23380
POS3,s9,pet,trk,Btl,Bhw,5900
POS4,s9,die,trk,Btl,Bhw,23380
POS4,s9,pet,trk,Btl,Bhw,5900
POS5,s9,die,trk,Btl,Bhw,23380
POS5,s9,pet,trk,Btl,Bhw,5900
POS6,s9,die,trk,Btl,Bhw,23380
POS6,s9,pet,trk,Btl,Bhw,5900
POS7,s9,die,trk,Btl,Bhw,23380
POS7,s9,pet,trk,Btl,Bhw,5900
POS8,s9,die,trk,Btl,Bhw,23380
POS8,s9,pet,trk,Btl,Bhw,5900
POS9,s9,die,trk,Btl,Bhw,23380
POS9,s9,pet,trk,Btl,Bhw,5900
POS10,s9,die,trk,Btl,Bhw,23380
POS10,s9,pet,trk,Btl,Bhw,5900
POS11,s9,die,trk,Btl,Bhw,23380
POS11,s9,pet,trk,Btl,Bhw,5900
POS11,s9,pet,trk,Btl,Npj,800
POS12,s9,die,trk,Btl,Bhw,18550
POS12,s9,pet,trk,Btl,Bhw,5900
POS12,s9,pet,trk,Btl,Npj,800
POS13,s9,die,trk,Btl,Bhw,18550
POS13,s9,pet,trk,Btl,Bhw,5900
POS13,s9,pet,trk,Btl,Npj,800
POS14,s9,die,trk,Btl,Bhw,18550
POS14,s9,pet,trk,Btl,Bhw,5900
POS14,s9,pet,trk,Btl,Npj,800
POS15,s9,die,trk,Btl,Bhw,15430
POS15,s9,die,trk,Btl,Npj,9670
POS15,s9,pet,trk,Btl,Bhw,2940
POS15,s9,pet,trk,Btl,Npj,2360
POS16,s9,die,trk,Btl,Bhw,15430
POS16,s9,die,trk,Btl,Npj,9670
POS16,s9,pet,trk,Btl,Bhw,2940
POS16,s9,pet,trk,Btl,Npj,2360
POS17,s9,die,trk,Btl,Bhw,15080
POS17,s9,die,trk,Btl,Npj,10020
POS17,s9,pet,trk,Btl,Bhw,2940
POS17,s9,pet,trk,Btl,Npj,2360
POS18,s9,die,trk,Btl,Amj,15080
POS18,s9,die,trk,Btl,Npj,10020
POS18,s9,pet,trk,Btl,Bhw,2940
POS18,s9,pet,trk,Btl,Npj,2360
POS19,s9,die,trk,Btl,Amj,6730
POS19,s9,die,trk,Btl,Npj,10020
POS19,s9,die,trk,Btl,Dhn,8350
POS19,s9,pet,trk,Btl,Npj,2360
POS20,s9,die,trk,Btl,Npj,6950
POS20,s9,die,trk,Btl,Dhn,8350
POS20,s9,pet,trk,Btl,Npj,2360
POS1,s1,die,trk,Chr,Brt,27300
POS1,s1,pet,trk,Chr,Brt,8970
POS2,s1,die,trk,Chr,Brt,27300
POS2,s1,pet,trk,Chr,Brt,8970
POS3,s1,die,trk,Chr,Brt,27300
POS3,s1,pet,trk,Chr,Brt,8970
POS4,s1,die,trk,Chr,Brt,27300
POS4,s1,die,trk,Chr,Srl,5265
POS4,s1,pet,trk,Chr,Brt,8970
POS5,s1,die,trk,Chr,Brt,27300
POS5,s1,die,trk,Chr,Srl,6150
POS5,s1,pet,trk,Chr,Brt,8970
POS6,s1,die,trk,Chr,Brt,27300
POS6,s1,die,trk,Chr,Srl,6150
POS6,s1,pet,trk,Chr,Brt,8970
POS7,s1,die,trk,Chr,Brt,27300
POS7,s1,die,trk,Chr,Srl,6150
POS7,s1,pet,trk,Chr,Brt,8970
POS8,s1,die,trk,Chr,Brt,27300
POS8,s1,die,trk,Chr,Srl,6150
POS8,s1,pet,trk,Chr,Brt,8970
POS9,s1,die,trk,Chr,Brt,23966
POS9,s1,die,trk,Chr,Srl,9484
POS9,s1,pet,trk,Chr,Brt,8970
POS10,s1,die,trk,Chr,Brt,23700
POS10,s1,die,trk,Chr,Srl,9750
POS10,s1,pet,trk,Chr,Brt,8970
POS10,s1,pet,trk,Chr,Srl,770
POS11,s1,die,trk,Chr,Brt,23700
POS11,s1,die,trk,Chr,Srl,9750
POS11,s1,pet,trk,Chr,Brt,7420
POS11,s1,pet,trk,Chr,Srl,2840
POS12,s1,die,trk,Chr,Brt,23700
POS12,s1,die,trk,Chr,Srl,9750
POS12,s1,pet,trk,Chr,Brt,7620
POS12,s1,pet,trk,Chr,Srl,2640
POS13,s1,die,trk,Chr,Brt,23700
POS13,s1,die,trk,Chr,Srl,9750
POS13,s1,pet,trk,Chr,Brt,7620
POS13,s1,pet,trk,Chr,Srl,2640
POS14,s1,die,trk,Chr,Brt,23700
POS14,s1,die,trk,Chr,Srl,9750
POS14,s1,pet,trk,Chr,Brt,7620
POS14,s1,pet,trk,Chr,Srl,2640
POS15,s1,die,trk,Chr,Brt,23700
POS15,s1,die,trk,Chr,Srl,9750
POS15,s1,pet,trk,Chr,Brt,8970
POS15,s1,pet,trk,Chr,Amj,1290
POS16,s1,die,trk,Chr,Brt,23700
POS16,s1,die,trk,Chr,Srl,9750
POS16,s1,pet,trk,Chr,Brt,8970
POS16,s1,pet,trk,Chr,Amj,1290
POS17,s1,die,trk,Chr,Brt,23700
POS17,s1,die,trk,Chr,Srl,9750
POS17,s1,pet,trk,Chr,Brt,8970
POS17,s1,pet,trk,Chr,Amj,1290
POS18,s1,die,trk,Chr,Brt,23700
POS18,s1,die,trk,Chr,Srl,9750
POS18,s1,pet,trk,Chr,Brt,8970
POS18,s1,pet,trk,Chr,Amj,1290
POS19,s1,die,trk,Chr,Brt,18850
POS19,s1,die,trk,Chr,Srl,9750
POS19,s1,die,trk,Chr,Pkr,4850
POS19,s1,pet,trk,Chr,Brt,4710
POS19,s1,pet,trk,Chr,Amj,5550
POS20,s1,die,trk,Chr,Brt,1250
POS20,s1,die,trk,Chr,Srl,9750
POS20,s1,die,trk,Chr,Ktm,14650
POS20,s1,die,trk,Chr,Pkr,7800
POS20,s1,pet,trk,Chr,Amj,7590
POS20,s1,pet,trk,Chr,Bhw,2670
POS1,s2,die,trk,Chr,Brt,26320
POS1,s2,pet,trk,Chr,Brt,8580
POS2,s2,die,trk,Chr,Brt,26320
POS2,s2,die,trk,Chr,Srl,7480
POS2,s2,pet,trk,Chr,Brt,8580
POS3,s2,die,trk,Chr,Brt,26320
POS3,s2,die,trk,Chr,Srl,7480
POS3,s2,pet,trk,Chr,Brt,8580
POS4,s2,die,trk,Chr,Brt,26320
POS4,s2,die,trk,Chr,Srl,7480
POS4,s2,pet,trk,Chr,Brt,8580
POS5,s2,die,trk,Chr,Brt,26320
POS5,s2,die,trk,Chr,Srl,7480
POS5,s2,pet,trk,Chr,Brt,8580
POS6,s2,die,trk,Chr,Brt,24400
POS6,s2,die,trk,Chr,Srl,9400
POS6,s2,pet,trk,Chr,Brt,8580
POS7,s2,die,trk,Chr,Brt,24400
POS7,s2,die,trk,Chr,Srl,9400
POS7,s2,pet,trk,Chr,Brt,8580
POS8,s2,die,trk,Chr,Brt,24400
POS8,s2,die,trk,Chr,Srl,9400
POS8,s2,pet,trk,Chr,Brt,8580
POS9,s2,die,trk,Chr,Brt,24400
POS9,s2,die,trk,Chr,Srl,9400
POS9,s2,pet,trk,Chr,Brt,8580
POS10,s2,die,trk,Chr,Brt,24400
POS10,s2,die,trk,Chr,Srl,9400
POS10,s2,pet,trk,Chr,Brt,8580
POS11,s2,die,trk,Chr,Brt,24400
POS11,s2,die,trk,Chr,Srl,9400
POS11,s2,pet,trk,Chr,Brt,8580
POS11,s2,pet,trk,Chr,Srl,960
POS12,s2,die,trk,Chr,Brt,24400
POS12,s2,die,trk,Chr,Srl,9400
POS12,s2,pet,trk,Chr,Brt,8580
POS12,s2,pet,trk,Chr,Srl,960
POS12,s2,pet,trk,Chr,Amj,900
POS13,s2,die,trk,Chr,Brt,24400
